年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2016,5,21,土,いちご,46100,,,146967,880,115.5,101.4
2016,5,21,土,いちご,46100,栃　木,9.0,52227,717,,
2016,5,21,土,いちご,46100,佐　賀,41.0,14155,1119,,
2016,5,21,土,いちご,46100,愛　知,23.0,14044,748,,
2016,5,21,土,いちご,46100,宮　城,4.0,13661,1105,,
2016,5,21,土,いちご,46100,福　岡,40.0,8233,834,,
2016,5,23,月,いちご,46100,,,216823,861,147.5,97.8
2016,5,23,月,いちご,46100,栃　木,9.0,73072,708,,
2016,5,23,月,いちご,46100,宮　城,4.0,24671,1080,,
2016,5,23,月,いちご,46100,佐　賀,41.0,22247,1071,,
2016,5,23,月,いちご,46100,愛　知,23.0,21903,737,,
2016,5,23,月,いちご,46100,福　岡,40.0,10226,753,,
2016,5,24,火,いちご,46100,,,136422,866,62.9,100.6
2016,5,24,火,いちご,46100,栃　木,9.0,38916,723,,
2016,5,24,火,いちご,46100,愛　知,23.0,16546,739,,
2016,5,24,火,いちご,46100,宮　城,4.0,15002,1061,,
2016,5,24,火,いちご,46100,佐　賀,41.0,14875,1058,,
2016,5,24,火,いちご,46100,香　川,37.0,8264,986,,
2016,5,26,木,いちご,46100,,,212286,837,155.6,96.7
2016,5,26,木,いちご,46100,栃　木,9.0,67028,700,,
2016,5,26,木,いちご,46100,宮　城,4.0,27900,1002,,
2016,5,26,木,いちご,46100,愛　知,23.0,22664,740,,
2016,5,26,木,いちご,46100,佐　賀,41.0,21009,1006,,
2016,5,26,木,いちご,46100,長　崎,42.0,10093,846,,
2016,5,27,金,いちご,46100,,,113976,841,53.7,100.5
2016,5,27,金,いちご,46100,栃　木,9.0,33163,704,,
2016,5,27,金,いちご,46100,宮　城,4.0,16380,965,,
2016,5,27,金,いちご,46100,佐　賀,41.0,14051,974,,
2016,5,27,金,いちご,46100,愛　知,23.0,10729,743,,
2016,5,27,金,いちご,46100,香　川,37.0,6418,1020,,
2016,5,28,土,いちご,46100,,,118767,858,104.2,102.0
2016,5,28,土,いちご,46100,栃　木,9.0,32429,712,,
2016,5,28,土,いちご,46100,宮　城,4.0,17117,999,,
2016,5,28,土,いちご,46100,佐　賀,41.0,15507,976,,
2016,5,28,土,いちご,46100,愛　知,23.0,11443,752,,
2016,5,28,土,いちご,46100,香　川,37.0,7950,1008,,
2016,5,30,月,いちご,46100,,,146389,840,123.3,97.9
2016,5,30,月,いちご,46100,栃　木,9.0,34467,707,,
2016,5,30,月,いちご,46100,宮　城,4.0,25445,938,,
2016,5,30,月,いちご,46100,佐　賀,41.0,18942,916,,
2016,5,30,月,いちご,46100,愛　知,23.0,14939,757,,
2016,5,30,月,いちご,46100,長　崎,42.0,8067,856,,
2016,5,31,火,いちご,46100,,,84420,876,57.7,104.3
2016,5,31,火,いちご,46100,宮　城,4.0,18028,942,,
2016,5,31,火,いちご,46100,栃　木,9.0,16635,697,,
2016,5,31,火,いちご,46100,佐　賀,41.0,12012,924,,
2016,5,31,火,いちご,46100,愛　知,23.0,9144,753,,
2016,5,31,火,いちご,46100,香　川,37.0,4911,1148,,
2016,6,1,水,いちご,46100,,,1215,713,0.8,84.9
2016,6,1,水,いちご,46100,大　分,44.0,553,785,,
2016,6,1,水,いちご,46100,福　岡,40.0,234,472,,
2016,6,1,水,いちご,46100,長　崎,42.0,168,922,,
2016,6,1,水,いちご,46100,熊　本,43.0,124,414,,
2016,6,2,木,いちご,46100,,,117728,869,9689.5,121.9
2016,6,2,木,いちご,46100,宮　城,4.0,28248,889,,
2016,6,2,木,いちご,46100,栃　木,9.0,27925,699,,
2016,6,2,木,いちご,46100,佐　賀,41.0,11906,961,,
2016,6,2,木,いちご,46100,愛　知,23.0,11713,796,,
2016,6,2,木,いちご,46100,香　川,37.0,6989,1118,,
2016,6,3,金,いちご,46100,,,56145,943,47.7,108.5
2016,6,3,金,いちご,46100,宮　城,4.0,15505,958,,
2016,6,3,金,いちご,46100,佐　賀,41.0,8367,1039,,
2016,6,3,金,いちご,46100,栃　木,9.0,7724,694,,
2016,6,3,金,いちご,46100,愛　知,23.0,5154,818,,
2016,6,3,金,いちご,46100,香　川,37.0,3841,1154,,
2016,6,4,土,いちご,46100,,,56714,950,101.0,100.7
2016,6,4,土,いちご,46100,宮　城,4.0,15643,896,,
2016,6,4,土,いちご,46100,佐　賀,41.0,10483,1065,,
2016,6,4,土,いちご,46100,栃　木,9.0,5993,679,,
2016,6,4,土,いちご,46100,愛　知,23.0,5104,831,,
2016,6,4,土,いちご,46100,香　川,37.0,3981,1199,,
2016,6,6,月,いちご,46100,,,66283,941,116.9,99.1
2016,6,6,月,いちご,46100,宮　城,4.0,20670,877,,
2016,6,6,月,いちご,46100,佐　賀,41.0,11487,1032,,
2016,6,6,月,いちご,46100,栃　木,9.0,6490,738,,
2016,6,6,月,いちご,46100,長　崎,42.0,4458,972,,
2016,6,6,月,いちご,46100,愛　知,23.0,4154,953,,
2016,6,7,火,いちご,46100,,,43052,1007,65.0,107.0
2016,6,7,火,いちご,46100,宮　城,4.0,14669,919,,
2016,6,7,火,いちご,46100,佐　賀,41.0,6527,1078,,
2016,6,7,火,いちご,46100,香　川,37.0,3444,1204,,
2016,6,7,火,いちご,46100,愛　知,23.0,3351,947,,
2016,6,7,火,いちご,46100,栃　木,9.0,2540,611,,
2016,6,9,木,いちご,46100,,,67602,982,157.0,97.5
2016,6,9,木,いちご,46100,宮　城,4.0,21178,858,,
2016,6,9,木,いちご,46100,佐　賀,41.0,10960,1070,,
2016,6,9,木,いちご,46100,長　崎,42.0,4707,960,,
2016,6,9,木,いちご,46100,愛　知,23.0,4454,976,,
2016,6,9,木,いちご,46100,香　川,37.0,4158,1029,,
2016,6,10,金,いちご,46100,,,37258,1046,55.1,106.5
2016,6,10,金,いちご,46100,宮　城,4.0,14047,918,,
2016,6,10,金,いちご,46100,佐　賀,41.0,5688,1117,,
2016,6,10,金,いちご,46100,秋　田,5.0,2586,1623,,
2016,6,10,金,いちご,46100,香　川,37.0,2470,1108,,
2016,6,10,金,いちご,46100,長　崎,42.0,1894,969,,
2016,6,11,土,いちご,46100,,,39941,1050,107.2,100.4
2016,6,11,土,いちご,46100,宮　城,4.0,12063,897,,
2016,6,11,土,いちご,46100,佐　賀,41.0,6653,1138,,
2016,6,11,土,いちご,46100,秋　田,5.0,3047,1625,,
2016,6,11,土,いちご,46100,香　川,37.0,2921,1069,,
2016,6,11,土,いちご,46100,愛　知,23.0,2380,1020,,
2016,6,13,月,いちご,46100,,,45076,1070,112.9,101.9
2016,6,13,月,いちご,46100,宮　城,4.0,11491,922,,
2016,6,13,月,いちご,46100,秋　田,5.0,6251,1570,,
2016,6,13,月,いちご,46100,佐　賀,41.0,6057,1115,,
2016,6,13,月,いちご,46100,福　島,7.0,3258,622,,
2016,6,13,月,いちご,46100,香　川,37.0,2767,1011,,
2016,6,14,火,いちご,46100,,,29720,1128,65.9,105.4
2016,6,14,火,いちご,46100,宮　城,4.0,7526,942,,
2016,6,14,火,いちご,46100,秋　田,5.0,4965,1598,,
2016,6,14,火,いちご,46100,佐　賀,41.0,4195,1143,,
2016,6,14,火,いちご,46100,香　川,37.0,1689,1139,,
2016,6,14,火,いちご,46100,長　崎,42.0,1687,841,,
2016,6,16,木,いちご,46100,,,35465,1127,119.3,99.9
2016,6,16,木,いちご,46100,宮　城,4.0,7742,912,,
2016,6,16,木,いちご,46100,佐　賀,41.0,5839,1126,,
2016,6,16,木,いちご,46100,秋　田,5.0,5829,1580,,
2016,6,16,木,いちご,46100,福　島,7.0,2249,551,,
2016,6,16,木,いちご,46100,長　崎,42.0,2036,900,,
2016,6,17,金,いちご,46100,,,16860,1253,47.5,111.2
2016,6,17,金,いちご,46100,秋　田,5.0,3652,1705,,
2016,6,17,金,いちご,46100,佐　賀,41.0,2922,1177,,
2016,6,17,金,いちご,46100,宮　城,4.0,2015,1003,,
2016,6,17,金,いちご,46100,大　分,44.0,1575,906,,
2016,6,17,金,いちご,46100,香　川,37.0,1166,1236,,
2016,6,18,土,いちご,46100,,,18604,1277,110.3,101.9
2016,6,18,土,いちご,46100,秋　田,5.0,4007,1615,,
2016,6,18,土,いちご,46100,佐　賀,41.0,2880,1309,,
2016,6,18,土,いちご,46100,青　森,2.0,1734,1238,,
2016,6,18,土,いちご,46100,宮　城,4.0,1494,1025,,
2016,6,18,土,いちご,46100,香　川,37.0,1313,1268,,
2016,6,20,月,いちご,46100,,,20141,1346,108.3,105.4
2016,6,20,月,いちご,46100,秋　田,5.0,5760,1745,,
2016,6,20,月,いちご,46100,佐　賀,41.0,2679,1244,,
2016,6,20,月,いちご,46100,香　川,37.0,1731,1251,,
2016,6,20,月,いちご,46100,宮　城,4.0,1725,1002,,
2016,6,20,月,いちご,46100,大　分,44.0,1668,896,,
2016,6,21,火,いちご,46100,,,12874,1442,63.9,107.1
2016,6,21,火,いちご,46100,秋　田,5.0,3688,1780,,
2016,6,21,火,いちご,46100,佐　賀,41.0,1510,1360,,
2016,6,21,火,いちご,46100,香　川,37.0,1081,1319,,
2016,6,21,火,いちご,46100,大　分,44.0,1029,914,,
2016,6,21,火,いちご,46100,宮　城,4.0,796,1345,,
2016,6,23,木,いちご,46100,,,17114,1438,−,−
2016,6,23,木,いちご,46100,秋　田,5.0,5964,1722,,
2016,6,23,木,いちご,46100,大　分,44.0,1728,855,,
2016,6,23,木,いちご,46100,佐　賀,41.0,1618,1336,,
2016,6,23,木,いちご,46100,香　川,37.0,1305,1245,,
2016,6,23,木,いちご,46100,宮　城,4.0,1119,1234,,
2016,6,24,金,いちご,46100,,,9020,1479,52.7,102.9
2016,6,24,金,いちご,46100,秋　田,5.0,3333,1746,,
2016,6,24,金,いちご,46100,大　分,44.0,866,894,,
2016,6,24,金,いちご,46100,宮　城,4.0,812,1437,,
2016,6,24,金,いちご,46100,北海道,1.0,601,1311,,
2016,6,24,金,いちご,46100,香　川,37.0,596,1351,,
2016,6,25,土,いちご,46100,,,8167,1581,90.5,106.9
2016,6,25,土,いちご,46100,秋　田,5.0,2623,1865,,
2016,6,25,土,いちご,46100,群　馬,10.0,709,1388,,
2016,6,25,土,いちご,46100,北海道,1.0,690,1296,,
2016,6,25,土,いちご,46100,香　川,37.0,680,1264,,
2016,6,25,土,いちご,46100,大　分,44.0,539,971,,
2016,6,27,月,いちご,46100,,,9579,1697,117.3,107.3
2016,6,27,月,いちご,46100,秋　田,5.0,4481,1879,,
2016,6,27,月,いちご,46100,大　分,44.0,785,937,,
2016,6,27,月,いちご,46100,長　野,20.0,668,2265,,
2016,6,27,月,いちご,46100,北海道,1.0,657,1310,,
2016,6,27,月,いちご,46100,群　馬,10.0,469,1419,,
2016,6,28,火,いちご,46100,,,6126,1698,64.0,100.1
2016,6,28,火,いちご,46100,秋　田,5.0,1972,1869,,
2016,6,28,火,いちご,46100,栃　木,9.0,912,955,,
2016,6,28,火,いちご,46100,宮　城,4.0,434,1986,,
2016,6,28,火,いちご,46100,北海道,1.0,401,1413,,
2016,6,28,火,いちご,46100,長　野,20.0,373,2309,,
2016,6,29,水,いちご,46100,,,3835,1768,62.6,104.1
2016,6,29,水,いちご,46100,秋　田,5.0,1710,1850,,
2016,6,29,水,いちご,46100,北海道,1.0,484,1471,,
2016,6,29,水,いちご,46100,長　野,20.0,378,2275,,
2016,6,29,水,いちご,46100,青　森,2.0,340,1806,,
2016,6,29,水,いちご,46100,群　馬,10.0,298,1366,,
2016,6,30,木,いちご,46100,,,5591,1744,145.8,98.6
2016,6,30,木,いちご,46100,秋　田,5.0,1785,1836,,
2016,6,30,木,いちご,46100,長　野,20.0,534,2307,,
2016,6,30,木,いちご,46100,北海道,1.0,482,1540,,
2016,6,30,木,いちご,46100,青　森,2.0,403,1995,,
2016,6,30,木,いちご,46100,宮　城,4.0,398,1935,,
2016,7,1,金,いちご,46100,,,3827,1739,68.4,99.7
2016,7,1,金,いちご,46100,秋　田,5.0,1361,1840,,
2016,7,1,金,いちご,46100,北海道,1.0,594,1525,,
2016,7,1,金,いちご,46100,長　野,20.0,402,2280,,
2016,7,1,金,いちご,46100,宮　城,4.0,293,1481,,
2016,7,1,金,いちご,46100,群　馬,10.0,222,1402,,
2016,7,2,土,いちご,46100,,,4428,1842,115.7,105.9
2016,7,2,土,いちご,46100,秋　田,5.0,1418,1833,,
2016,7,2,土,いちご,46100,長　野,20.0,677,2233,,
2016,7,2,土,いちご,46100,北海道,1.0,617,1885,,
2016,7,2,土,いちご,46100,群　馬,10.0,320,1433,,
2016,7,2,土,いちご,46100,青　森,2.0,272,2162,,
2016,7,4,月,いちご,46100,,,6128,1851,138.4,100.5
2016,7,4,月,いちご,46100,秋　田,5.0,1919,1857,,
2016,7,4,月,いちご,46100,長　野,20.0,1047,2296,,
2016,7,4,月,いちご,46100,北海道,1.0,714,1704,,
2016,7,4,月,いちご,46100,群　馬,10.0,407,1416,,
2016,7,4,月,いちご,46100,栃　木,9.0,402,1069,,
2016,7,5,火,いちご,46100,,,3262,2038,53.2,110.1
2016,7,5,火,いちご,46100,秋　田,5.0,748,1859,,
2016,7,5,火,いちご,46100,長　野,20.0,684,2222,,
2016,7,5,火,いちご,46100,北海道,1.0,572,2033,,
2016,7,5,火,いちご,46100,宮　城,4.0,388,2192,,
2016,7,5,火,いちご,46100,青　森,2.0,229,2449,,
2016,7,6,水,いちご,46100,,,2932,2022,89.9,99.2
2016,7,6,水,いちご,46100,長　野,20.0,687,2186,,
2016,7,6,水,いちご,46100,秋　田,5.0,566,1821,,
2016,7,6,水,いちご,46100,北海道,1.0,497,2182,,
2016,7,6,水,いちご,46100,群　馬,10.0,299,1400,,
2016,7,6,水,いちご,46100,宮　城,4.0,297,2155,,
2016,7,7,木,いちご,46100,,,3637,2143,124.0,106.0
2016,7,7,木,いちご,46100,北海道,1.0,883,2294,,
2016,7,7,木,いちご,46100,長　野,20.0,757,2165,,
2016,7,7,木,いちご,46100,秋　田,5.0,576,1853,,
2016,7,7,木,いちご,46100,青　森,2.0,431,2333,,
2016,7,7,木,いちご,46100,宮　城,4.0,247,2200,,
2016,7,8,金,いちご,46100,,,2612,2080,71.8,97.1
2016,7,8,金,いちご,46100,長　野,20.0,825,2147,,
2016,7,8,金,いちご,46100,北海道,1.0,495,1988,,
2016,7,8,金,いちご,46100,宮　城,4.0,285,2315,,
2016,7,8,金,いちご,46100,群　馬,10.0,240,1358,,
2016,7,8,金,いちご,46100,秋　田,5.0,225,1969,,
2016,7,9,土,いちご,46100,,,3658,2147,140.0,103.2
2016,7,9,土,いちご,46100,長　野,20.0,1010,2212,,
2016,7,9,土,いちご,46100,北海道,1.0,797,2246,,
2016,7,9,土,いちご,46100,青　森,2.0,397,2294,,
2016,7,9,土,いちご,46100,秋　田,5.0,286,1976,,
2016,7,9,土,いちご,46100,群　馬,10.0,276,1394,,
2016,7,11,月,いちご,46100,,,5174,2202,141.4,102.6
2016,7,11,月,いちご,46100,長　野,20.0,1570,2362,,
2016,7,11,月,いちご,46100,北海道,1.0,1191,2138,,
2016,7,11,月,いちご,46100,青　森,2.0,667,2379,,
2016,7,11,月,いちご,46100,秋　田,5.0,440,1965,,
2016,7,11,月,いちご,46100,岐　阜,21.0,347,1756,,
2016,7,12,火,いちご,46100,,,4015,2177,77.6,98.9
2016,7,12,火,いちご,46100,長　野,20.0,959,2244,,
2016,7,12,火,いちご,46100,北海道,1.0,867,2111,,
2016,7,12,火,いちご,46100,宮　城,4.0,447,2298,,
2016,7,12,火,いちご,46100,青　森,2.0,391,2424,,
2016,7,12,火,いちご,46100,群　馬,10.0,273,1338,,
2016,7,14,木,いちご,46100,,,5817,2273,144.9,104.4
2016,7,14,木,いちご,46100,長　野,20.0,1894,2466,,
2016,7,14,木,いちご,46100,北海道,1.0,1321,2153,,
2016,7,14,木,いちご,46100,青　森,2.0,762,2522,,
2016,7,14,木,いちご,46100,秋　田,5.0,315,1982,,
2016,7,14,木,いちご,46100,岐　阜,21.0,315,1877,,
2016,7,15,金,いちご,46100,,,3752,2272,64.5,100.0
2016,7,15,金,いちご,46100,北海道,1.0,1142,2216,,
2016,7,15,金,いちご,46100,長　野,20.0,972,2410,,
2016,7,15,金,いちご,46100,青　森,2.0,482,2110,,
2016,7,15,金,いちご,46100,宮　城,4.0,473,2439,,
2016,7,16,土,いちご,46100,,,4105,2194,109.4,96.6
2016,7,16,土,いちご,46100,長　野,20.0,1214,2285,,
2016,7,16,土,いちご,46100,北海道,1.0,897,2143,,
2016,7,16,土,いちご,46100,青　森,2.0,580,2269,,
2016,7,16,土,いちご,46100,宮　城,4.0,281,1935,,
2016,7,16,土,いちご,46100,秋　田,5.0,264,2266,,
2016,7,19,火,いちご,46100,,,8367,2132,−,−
2016,7,19,火,いちご,46100,長　野,20.0,2785,2272,,
2016,7,19,火,いちご,46100,北海道,1.0,2051,2196,,
2016,7,19,火,いちご,46100,青　森,2.0,1147,2171,,
2016,7,19,火,いちご,46100,岐　阜,21.0,545,1890,,
2016,7,19,火,いちご,46100,宮　城,4.0,511,1535,,
2016,7,20,水,いちご,46100,,,3481,2072,41.6,97.2
2016,7,20,水,いちご,46100,北海道,1.0,1095,2154,,
2016,7,20,水,いちご,46100,長　野,20.0,873,2053,,
2016,7,20,水,いちご,46100,青　森,2.0,375,1983,,
2016,7,20,水,いちご,46100,宮　城,4.0,296,2137,,
2016,7,20,水,いちご,46100,岐　阜,21.0,264,1942,,
2016,7,21,木,いちご,46100,,,4087,2190,117.4,105.7
2016,7,21,木,いちご,46100,長　野,20.0,1255,2243,,
2016,7,21,木,いちご,46100,北海道,1.0,1040,2304,,
2016,7,21,木,いちご,46100,青　森,2.0,599,2067,,
2016,7,21,木,いちご,46100,岐　阜,21.0,263,1899,,
2016,7,21,木,いちご,46100,宮　城,4.0,256,1813,,
2016,7,22,金,いちご,46100,,,3081,2156,75.4,98.4
2016,7,22,金,いちご,46100,長　野,20.0,1027,2176,,
2016,7,22,金,いちご,46100,北海道,1.0,946,2131,,
2016,7,22,金,いちご,46100,青　森,2.0,314,2195,,
2016,7,22,金,いちご,46100,宮　城,4.0,211,1980,,
2016,7,23,土,いちご,46100,,,4290,2133,139.2,98.9
2016,7,23,土,いちご,46100,長　野,20.0,1248,2201,,
2016,7,23,土,いちご,46100,北海道,1.0,1240,2155,,
2016,7,23,土,いちご,46100,青　森,2.0,632,2104,,
2016,7,23,土,いちご,46100,岐　阜,21.0,247,1897,,
2016,7,23,土,いちご,46100,宮　城,4.0,185,2072,,
2016,7,25,月,いちご,46100,,,5627,2148,131.2,100.7
2016,7,25,月,いちご,46100,長　野,20.0,1834,2163,,
2016,7,25,月,いちご,46100,北海道,1.0,1624,2171,,
2016,7,25,月,いちご,46100,青　森,2.0,739,2091,,
2016,7,25,月,いちご,46100,岐　阜,21.0,479,1930,,
2016,7,26,火,いちご,46100,,,3936,2100,69.9,97.8
2016,7,26,火,いちご,46100,北海道,1.0,1330,2041,,
2016,7,26,火,いちご,46100,長　野,20.0,1168,2128,,
2016,7,26,火,いちご,46100,青　森,2.0,366,2059,,
2016,7,26,火,いちご,46100,岐　阜,21.0,276,1953,,
2016,7,26,火,いちご,46100,宮　城,4.0,244,2162,,
2016,7,28,木,いちご,46100,,,5989,2109,152.2,100.4
2016,7,28,木,いちご,46100,北海道,1.0,2097,2105,,
2016,7,28,木,いちご,46100,長　野,20.0,1882,2056,,
2016,7,28,木,いちご,46100,青　森,2.0,700,2180,,
2016,7,28,木,いちご,46100,岐　阜,21.0,456,1946,,
2016,7,29,金,いちご,46100,,,3117,2046,52.0,97.0
2016,7,29,金,いちご,46100,北海道,1.0,964,2088,,
2016,7,29,金,いちご,46100,長　野,20.0,781,2066,,
2016,7,29,金,いちご,46100,青　森,2.0,394,1844,,
2016,7,29,金,いちご,46100,宮　城,4.0,267,2062,,
2016,7,29,金,いちご,46100,岐　阜,21.0,226,1973,,
2016,7,30,土,いちご,46100,,,3584,2149,115.0,105.0
2016,7,30,土,いちご,46100,北海道,1.0,1165,2075,,
2016,7,30,土,いちご,46100,長　野,20.0,876,2225,,
2016,7,30,土,いちご,46100,青　森,2.0,449,2141,,
2016,7,30,土,いちご,46100,岐　阜,21.0,274,1947,,
2016,7,30,土,いちご,46100,広　島,34.0,240,2391,,
2016,8,1,月,いちご,46100,,,5518,2070,154.0,96.3
2016,8,1,月,いちご,46100,北海道,1.0,1939,2055,,
2016,8,1,月,いちご,46100,長　野,20.0,1592,2070,,
2016,8,1,月,いちご,46100,青　森,2.0,754,2051,,
2016,8,1,月,いちご,46100,岐　阜,21.0,449,1925,,
2016,8,2,火,いちご,46100,,,3943,1974,71.5,95.4
2016,8,2,火,いちご,46100,北海道,1.0,1601,2067,,
2016,8,2,火,いちご,46100,長　野,20.0,1028,1869,,
2016,8,2,火,いちご,46100,青　森,2.0,426,1787,,
2016,8,2,火,いちご,46100,広　島,34.0,246,2270,,
2016,8,3,水,いちご,46100,,,2748,2059,69.7,104.3
2016,8,3,水,いちご,46100,北海道,1.0,1249,2003,,
2016,8,3,水,いちご,46100,長　野,20.0,726,2101,,
2016,8,3,水,いちご,46100,青　森,2.0,242,1976,,
2016,8,4,木,いちご,46100,,,3444,1997,125.3,97.0
2016,8,4,木,いちご,46100,北海道,1.0,1115,1940,,
2016,8,4,木,いちご,46100,長　野,20.0,880,2031,,
2016,8,4,木,いちご,46100,青　森,2.0,436,2040,,
2016,8,4,木,いちご,46100,岐　阜,21.0,271,1834,,
2016,8,4,木,いちご,46100,広　島,34.0,257,2226,,
2016,8,5,金,いちご,46100,,,2771,2093,80.5,104.8
2016,8,5,金,いちご,46100,北海道,1.0,1368,1985,,
2016,8,5,金,いちご,46100,長　野,20.0,604,2284,,
2016,8,5,金,いちご,46100,岐　阜,21.0,231,1933,,
2016,8,5,金,いちご,46100,広　島,34.0,201,2460,,
2016,8,6,土,いちご,46100,,,3641,2018,131.4,96.4
2016,8,6,土,いちご,46100,北海道,1.0,1271,1967,,
2016,8,6,土,いちご,46100,長　野,20.0,823,2162,,
2016,8,6,土,いちご,46100,広　島,34.0,370,1976,,
2016,8,6,土,いちご,46100,青　森,2.0,363,2043,,
2016,8,6,土,いちご,46100,岐　阜,21.0,247,1871,,
2016,8,8,月,いちご,46100,,,11641,1196,319.7,59.3
2016,8,8,月,いちご,46100,栃　木,9.0,6043,441,,
2016,8,8,月,いちご,46100,北海道,1.0,1903,1941,,
2016,8,8,月,いちご,46100,長　野,20.0,1494,2075,,
2016,8,9,火,いちご,46100,,,3039,2076,26.1,173.6
2016,8,9,火,いちご,46100,北海道,1.0,1447,2019,,
2016,8,9,火,いちご,46100,長　野,20.0,809,2273,,
2016,8,9,火,いちご,46100,岐　阜,21.0,288,1887,,
2016,8,10,水,いちご,46100,,,3249,2050,106.9,98.7
2016,8,10,水,いちご,46100,北海道,1.0,1222,1990,,
2016,8,10,水,いちご,46100,長　野,20.0,702,2322,,
2016,8,10,水,いちご,46100,青　森,2.0,385,1818,,
2016,8,10,水,いちご,46100,岐　阜,21.0,268,1831,,
2016,8,10,水,いちご,46100,広　島,34.0,205,2156,,
2016,8,11,木,いちご,46100,,,45,2369,1.5,114.1
2016,8,11,木,いちご,46100,広　島,34.0,45,2369,,
2016,8,12,金,いちご,46100,,,4918,2023,******,85.4
2016,8,12,金,いちご,46100,北海道,1.0,2118,1918,,
2016,8,12,金,いちご,46100,長　野,20.0,1247,2241,,
2016,8,12,金,いちご,46100,岐　阜,21.0,542,1837,,
2016,8,12,金,いちご,46100,青　森,2.0,290,1896,,
2016,8,13,土,いちご,46100,,,3422,1891,69.6,93.5
2016,8,13,土,いちご,46100,北海道,1.0,1273,1861,,
2016,8,13,土,いちご,46100,長　野,20.0,853,2077,,
2016,8,13,土,いちご,46100,広　島,34.0,417,1458,,
2016,8,13,土,いちご,46100,岐　阜,21.0,314,1894,,
2016,8,17,水,いちご,46100,,,7327,2059,−,−
2016,8,17,水,いちご,46100,北海道,1.0,2884,1890,,
2016,8,17,水,いちご,46100,長　野,20.0,2017,2318,,
2016,8,17,水,いちご,46100,岐　阜,21.0,981,1892,,
2016,8,18,木,いちご,46100,,,2862,1946,39.1,94.5
2016,8,18,木,いちご,46100,北海道,1.0,1332,1843,,
2016,8,18,木,いちご,46100,長　野,20.0,666,1983,,
2016,8,18,木,いちご,46100,岐　阜,21.0,253,1909,,
2016,8,18,木,いちご,46100,広　島,34.0,224,2424,,
2016,8,19,金,いちご,46100,,,2568,1948,89.7,100.1
2016,8,19,金,いちご,46100,北海道,1.0,1095,1963,,
2016,8,19,金,いちご,46100,長　野,20.0,687,1853,,
2016,8,19,金,いちご,46100,岐　阜,21.0,257,1910,,
2016,8,19,金,いちご,46100,広　島,34.0,150,2432,,
2016,8,20,土,いちご,46100,,,2499,2040,97.3,104.7
2016,8,20,土,いちご,46100,北海道,1.0,954,1949,,
2016,8,20,土,いちご,46100,長　野,20.0,579,2206,,
2016,8,20,土,いちご,46100,岐　阜,21.0,198,1921,,
2016,8,20,土,いちご,46100,広　島,34.0,151,2422,,
2016,8,20,土,いちご,46100,青　森,2.0,138,1960,,
2016,8,22,月,いちご,46100,,,3711,1999,148.5,98.0
2016,8,22,月,いちご,46100,北海道,1.0,1292,1877,,
2016,8,22,月,いちご,46100,長　野,20.0,1034,2044,,
2016,8,22,月,いちご,46100,岐　阜,21.0,527,1948,,
2016,8,22,月,いちご,46100,青　森,2.0,211,1912,,
2016,8,23,火,いちご,46100,,,2072,2023,55.8,101.2
2016,8,23,火,いちご,46100,北海道,1.0,727,1974,,
2016,8,23,火,いちご,46100,長　野,20.0,606,1962,,
2016,8,23,火,いちご,46100,岐　阜,21.0,238,1974,,
2016,8,23,火,いちご,46100,広　島,34.0,166,2386,,
2016,8,25,木,いちご,46100,,,4007,2058,193.4,101.7
2016,8,25,木,いちご,46100,北海道,1.0,1506,1991,,
2016,8,25,木,いちご,46100,長　野,20.0,1093,2059,,
2016,8,25,木,いちご,46100,岐　阜,21.0,454,1954,,
2016,8,25,木,いちご,46100,広　島,34.0,190,2710,,
2016,8,26,金,いちご,46100,,,1997,1981,49.8,96.3
2016,8,26,金,いちご,46100,北海道,1.0,821,1917,,
2016,8,26,金,いちご,46100,長　野,20.0,427,1944,,
2016,8,26,金,いちご,46100,広　島,34.0,207,2491,,
2016,8,26,金,いちご,46100,岐　阜,21.0,190,2051,,
2016,8,27,土,いちご,46100,,,2110,2041,105.7,103.0
2016,8,27,土,いちご,46100,北海道,1.0,636,1969,,
2016,8,27,土,いちご,46100,長　野,20.0,605,2056,,
2016,8,27,土,いちご,46100,岐　阜,21.0,200,2105,,
2016,8,27,土,いちご,46100,広　島,34.0,138,2306,,
2016,8,27,土,いちご,46100,青　森,2.0,116,2018,,
2016,8,29,月,いちご,46100,,,3198,2010,151.6,98.5
2016,8,29,月,いちご,46100,長　野,20.0,925,1914,,
2016,8,29,月,いちご,46100,北海道,1.0,823,1928,,
2016,8,29,月,いちご,46100,岐　阜,21.0,414,2212,,
2016,8,29,月,いちご,46100,広　島,34.0,366,2263,,
2016,8,29,月,いちご,46100,山　形,6.0,201,1589,,
2016,8,30,火,いちご,46100,,,1846,2164,57.7,107.7
2016,8,30,火,いちご,46100,北海道,1.0,686,2081,,
2016,8,30,火,いちご,46100,長　野,20.0,432,2137,,
2016,8,30,火,いちご,46100,岐　阜,21.0,204,2312,,
2016,8,30,火,いちご,46100,広　島,34.0,125,2701,,
2016,8,30,火,いちご,46100,宮　城,4.0,76,2393,,
2016,8,31,水,いちご,46100,,,1420,2116,76.9,97.8
2016,8,31,水,いちご,46100,北海道,1.0,473,1968,,
2016,8,31,水,いちご,46100,長　野,20.0,395,2112,,
