年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2012,1,5,木,いちご,46100,,,840793,1525,1360.9,74.1
2012,1,5,木,いちご,46100,栃　木,9.0,169472,1273,,
2012,1,5,木,いちご,46100,福　岡,40.0,163334,1824,,
2012,1,5,木,いちご,46100,愛　知,23.0,98791,1489,,
2012,1,6,金,いちご,46100,,,528012,1377,62.8,90.3
2012,1,6,金,いちご,46100,栃　木,9.0,211323,1204,,
2012,1,6,金,いちご,46100,福　岡,40.0,84839,1784,,
2012,1,6,金,いちご,46100,静　岡,22.0,41074,1594,,
2012,1,7,土,いちご,46100,,,317676,1292,60.2,93.8
2012,1,7,土,いちご,46100,栃　木,9.0,108787,1112,,
2012,1,7,土,いちご,46100,福　岡,40.0,52294,1669,,
2012,1,7,土,いちご,46100,長　崎,42.0,33232,1220,,
2012,1,9,月,いちご,46100,,,667,1466,0.1,106.5
2012,1,9,月,いちご,46100,宮　崎,45.0,300,1470,,
2012,1,9,月,いちご,46100,福　岡,40.0,284,1493,,
2012,1,10,火,いちご,46100,,,549611,1234,******,84.2
2012,1,10,火,いちご,46100,栃　木,9.0,155957,1044,,
2012,1,10,火,いちご,46100,福　岡,40.0,91340,1630,,
2012,1,10,火,いちご,46100,長　崎,42.0,54955,1170,,
2012,1,11,水,いちご,46100,,,243756,1212,44.4,98.2
2012,1,11,水,いちご,46100,栃　木,9.0,68910,1038,,
2012,1,11,水,いちご,46100,福　岡,40.0,43301,1587,,
2012,1,11,水,いちご,46100,長　崎,42.0,25744,1111,,
2012,1,12,木,いちご,46100,,,250483,1215,102.8,100.2
2012,1,12,木,いちご,46100,栃　木,9.0,84008,1105,,
2012,1,12,木,いちご,46100,福　岡,40.0,40338,1517,,
2012,1,12,木,いちご,46100,長　崎,42.0,25944,1147,,
2012,1,13,金,いちご,46100,,,230214,1198,91.9,98.6
2012,1,13,金,いちご,46100,栃　木,9.0,71516,1045,,
2012,1,13,金,いちご,46100,福　岡,40.0,36528,1525,,
2012,1,13,金,いちご,46100,長　崎,42.0,22430,1114,,
2012,1,14,土,いちご,46100,,,257579,1195,111.9,99.7
2012,1,14,土,いちご,46100,栃　木,9.0,75920,1034,,
2012,1,14,土,いちご,46100,福　岡,40.0,38810,1497,,
2012,1,14,土,いちご,46100,愛　知,23.0,24240,1142,,
2012,1,16,月,いちご,46100,,,323331,1192,125.5,99.7
2012,1,16,月,いちご,46100,栃　木,9.0,98083,1017,,
2012,1,16,月,いちご,46100,福　岡,40.0,56604,1489,,
2012,1,16,月,いちご,46100,長　崎,42.0,28022,1136,,
2012,1,17,火,いちご,46100,,,254789,1209,78.8,101.4
2012,1,17,火,いちご,46100,栃　木,9.0,78463,1045,,
2012,1,17,火,いちご,46100,福　岡,40.0,35826,1530,,
2012,1,17,火,いちご,46100,愛　知,23.0,27203,1151,,
2012,1,18,水,いちご,46100,,,302,1255,0.1,105.3
2012,1,18,水,いちご,46100,宮　崎,45.0,302,1255,,
2012,1,19,木,いちご,46100,,,322787,1235,******,98.4
2012,1,19,木,いちご,46100,栃　木,9.0,94860,1042,,
2012,1,19,木,いちご,46100,福　岡,40.0,49598,1547,,
2012,1,19,木,いちご,46100,佐　賀,41.0,30788,1308,,
2012,1,20,金,いちご,46100,,,208248,1262,64.5,102.2
2012,1,20,金,いちご,46100,栃　木,9.0,64984,1095,,
2012,1,20,金,いちご,46100,福　岡,40.0,32354,1536,,
2012,1,20,金,いちご,46100,佐　賀,41.0,22169,1347,,
2012,1,21,土,いちご,46100,,,233220,1300,112.0,103.0
2012,1,21,土,いちご,46100,栃　木,9.0,77670,1119,,
2012,1,21,土,いちご,46100,福　岡,40.0,34557,1572,,
2012,1,21,土,いちご,46100,愛　知,23.0,22044,1239,,
2012,1,23,月,いちご,46100,,,290779,1338,124.7,102.9
2012,1,23,月,いちご,46100,栃　木,9.0,83791,1143,,
2012,1,23,月,いちご,46100,福　岡,40.0,48990,1586,,
2012,1,23,月,いちご,46100,熊　本,43.0,30443,1422,,
2012,1,24,火,いちご,46100,,,218309,1382,75.1,103.3
2012,1,24,火,いちご,46100,栃　木,9.0,50682,1168,,
2012,1,24,火,いちご,46100,福　岡,40.0,37017,1577,,
2012,1,24,火,いちご,46100,愛　知,23.0,25209,1322,,
2012,1,26,木,いちご,46100,,,312044,1402,142.9,101.4
2012,1,26,木,いちご,46100,栃　木,9.0,60491,1221,,
2012,1,26,木,いちご,46100,福　岡,40.0,52986,1594,,
2012,1,26,木,いちご,46100,佐　賀,41.0,41154,1426,,
2012,1,27,金,いちご,46100,,,219540,1417,70.4,101.1
2012,1,27,金,いちご,46100,栃　木,9.0,59024,1244,,
2012,1,27,金,いちご,46100,福　岡,40.0,34309,1647,,
2012,1,27,金,いちご,46100,愛　知,23.0,26020,1377,,
2012,1,28,土,いちご,46100,,,247213,1427,112.6,100.7
2012,1,28,土,いちご,46100,栃　木,9.0,68684,1277,,
2012,1,28,土,いちご,46100,福　岡,40.0,33828,1644,,
2012,1,28,土,いちご,46100,愛　知,23.0,28078,1385,,
2012,1,30,月,いちご,46100,,,326728,1429,132.2,100.1
2012,1,30,月,いちご,46100,栃　木,9.0,101216,1264,,
2012,1,30,月,いちご,46100,福　岡,40.0,48774,1683,,
2012,1,30,月,いちご,46100,佐　賀,41.0,36932,1503,,
2012,1,31,火,いちご,46100,,,208649,1439,63.9,100.7
2012,1,31,火,いちご,46100,栃　木,9.0,55673,1269,,
2012,1,31,火,いちご,46100,福　岡,40.0,30006,1693,,
2012,1,31,火,いちご,46100,愛　知,23.0,22288,1391,,
2012,2,1,水,いちご,46100,,,221861,1428,106.3,99.2
2012,2,1,水,いちご,46100,栃　木,9.0,72214,1262,,
2012,2,1,水,いちご,46100,福　岡,40.0,33171,1680,,
2012,2,1,水,いちご,46100,佐　賀,41.0,21235,1518,,
2012,2,2,木,いちご,46100,,,236963,1443,106.8,101.1
2012,2,2,木,いちご,46100,栃　木,9.0,64749,1263,,
2012,2,2,木,いちご,46100,福　岡,40.0,36452,1671,,
2012,2,2,木,いちご,46100,佐　賀,41.0,29379,1511,,
2012,2,3,金,いちご,46100,,,224912,1447,94.9,100.3
2012,2,3,金,いちご,46100,栃　木,9.0,62514,1272,,
2012,2,3,金,いちご,46100,福　岡,40.0,37300,1670,,
2012,2,3,金,いちご,46100,熊　本,43.0,24093,1486,,
2012,2,4,土,いちご,46100,,,251043,1447,111.6,100.0
2012,2,4,土,いちご,46100,栃　木,9.0,67977,1282,,
2012,2,4,土,いちご,46100,福　岡,40.0,39223,1666,,
2012,2,4,土,いちご,46100,佐　賀,41.0,31997,1499,,
2012,2,6,月,いちご,46100,,,332751,1433,132.5,99.0
2012,2,6,月,いちご,46100,栃　木,9.0,90229,1245,,
2012,2,6,月,いちご,46100,福　岡,40.0,52575,1676,,
2012,2,6,月,いちご,46100,佐　賀,41.0,41691,1506,,
2012,2,7,火,いちご,46100,,,229718,1434,69.0,100.1
2012,2,7,火,いちご,46100,栃　木,9.0,63848,1250,,
2012,2,7,火,いちご,46100,福　岡,40.0,34719,1670,,
2012,2,7,火,いちご,46100,愛　知,23.0,27513,1423,,
2012,2,8,水,いちご,46100,,,230315,1424,100.3,99.3
2012,2,8,水,いちご,46100,栃　木,9.0,68228,1249,,
2012,2,8,水,いちご,46100,福　岡,40.0,34286,1670,,
2012,2,8,水,いちご,46100,熊　本,43.0,22489,1471,,
2012,2,9,木,いちご,46100,,,221101,1445,96.0,101.5
2012,2,9,木,いちご,46100,栃　木,9.0,56261,1250,,
2012,2,9,木,いちご,46100,福　岡,40.0,37400,1670,,
2012,2,9,木,いちご,46100,熊　本,43.0,26135,1494,,
2012,2,10,金,いちご,46100,,,253023,1459,114.4,101.0
2012,2,10,金,いちご,46100,栃　木,9.0,66374,1257,,
2012,2,10,金,いちご,46100,福　岡,40.0,42981,1680,,
2012,2,10,金,いちご,46100,佐　賀,41.0,28524,1517,,
2012,2,11,土,いちご,46100,,,407,1538,0.2,106.4
2012,2,11,土,いちご,46100,宮　崎,45.0,282,1563,,
2012,2,11,土,いちご,46100,熊　本,43.0,125,1483,,
2012,2,13,月,いちご,46100,,,592664,1415,******,92.0
2012,2,13,月,いちご,46100,栃　木,9.0,151295,1224,,
2012,2,13,月,いちご,46100,福　岡,40.0,102417,1622,,
2012,2,13,月,いちご,46100,佐　賀,41.0,67869,1494,,
2012,2,14,火,いちご,46100,,,291578,1394,49.2,98.5
2012,2,14,火,いちご,46100,栃　木,9.0,71202,1229,,
2012,2,14,火,いちご,46100,福　岡,40.0,47868,1588,,
2012,2,14,火,いちご,46100,愛　知,23.0,30981,1378,,
2012,2,15,水,いちご,46100,,,264461,1381,90.7,99.1
2012,2,15,水,いちご,46100,栃　木,9.0,66657,1226,,
2012,2,15,水,いちご,46100,福　岡,40.0,44456,1576,,
2012,2,15,水,いちご,46100,佐　賀,41.0,29262,1443,,
2012,2,16,木,いちご,46100,,,267366,1389,101.1,100.6
2012,2,16,木,いちご,46100,栃　木,9.0,60651,1231,,
2012,2,16,木,いちご,46100,福　岡,40.0,44962,1569,,
2012,2,16,木,いちご,46100,佐　賀,41.0,35370,1453,,
2012,2,17,金,いちご,46100,,,212603,1402,79.5,100.9
2012,2,17,金,いちご,46100,栃　木,9.0,49373,1233,,
2012,2,17,金,いちご,46100,福　岡,40.0,36032,1584,,
2012,2,17,金,いちご,46100,佐　賀,41.0,27825,1461,,
2012,2,18,土,いちご,46100,,,233418,1408,109.8,100.4
2012,2,18,土,いちご,46100,栃　木,9.0,58004,1235,,
2012,2,18,土,いちご,46100,福　岡,40.0,39470,1585,,
2012,2,18,土,いちご,46100,佐　賀,41.0,32949,1477,,
2012,2,20,月,いちご,46100,,,381525,1433,163.5,101.8
2012,2,20,月,いちご,46100,栃　木,9.0,88271,1274,,
2012,2,20,月,いちご,46100,福　岡,40.0,80364,1596,,
2012,2,20,月,いちご,46100,佐　賀,41.0,46313,1496,,
2012,2,21,火,いちご,46100,,,307931,1417,80.7,98.9
2012,2,21,火,いちご,46100,栃　木,9.0,76008,1299,,
2012,2,21,火,いちご,46100,福　岡,40.0,50686,1569,,
2012,2,21,火,いちご,46100,熊　本,43.0,32115,1439,,
2012,2,23,木,いちご,46100,,,502573,1405,163.2,99.2
2012,2,23,木,いちご,46100,栃　木,9.0,111490,1279,,
2012,2,23,木,いちご,46100,福　岡,40.0,92030,1545,,
2012,2,23,木,いちご,46100,佐　賀,41.0,57196,1478,,
2012,2,24,金,いちご,46100,,,303726,1388,60.4,98.8
2012,2,24,金,いちご,46100,栃　木,9.0,74491,1274,,
2012,2,24,金,いちご,46100,福　岡,40.0,51760,1530,,
2012,2,24,金,いちご,46100,佐　賀,41.0,30894,1450,,
2012,2,25,土,いちご,46100,,,322016,1389,106.0,100.1
2012,2,25,土,いちご,46100,栃　木,9.0,79872,1280,,
2012,2,25,土,いちご,46100,福　岡,40.0,48150,1514,,
2012,2,25,土,いちご,46100,佐　賀,41.0,36965,1472,,
2012,2,27,月,いちご,46100,,,483273,1358,150.1,97.8
2012,2,27,月,いちご,46100,福　岡,40.0,104177,1543,,
2012,2,27,月,いちご,46100,栃　木,9.0,95725,1163,,
2012,2,27,月,いちご,46100,佐　賀,41.0,63554,1404,,
2012,2,28,火,いちご,46100,,,315414,1349,65.3,99.3
2012,2,28,火,いちご,46100,福　岡,40.0,67987,1499,,
2012,2,28,火,いちご,46100,栃　木,9.0,51869,1170,,
2012,2,28,火,いちご,46100,佐　賀,41.0,39122,1367,,
2012,2,29,水,いちご,46100,,,291360,1338,92.4,99.2
2012,2,29,水,いちご,46100,栃　木,9.0,58413,1169,,
2012,2,29,水,いちご,46100,福　岡,40.0,57427,1500,,
2012,2,29,水,いちご,46100,長　崎,42.0,34246,1341,,
2012,3,1,木,いちご,46100,,,319605,1344,109.7,100.4
2012,3,1,木,いちご,46100,栃　木,9.0,65942,1181,,
2012,3,1,木,いちご,46100,福　岡,40.0,63448,1495,,
2012,3,1,木,いちご,46100,佐　賀,41.0,39407,1399,,
2012,3,2,金,いちご,46100,,,319291,1333,99.9,99.2
2012,3,2,金,いちご,46100,栃　木,9.0,66312,1171,,
2012,3,2,金,いちご,46100,福　岡,40.0,59401,1494,,
2012,3,2,金,いちご,46100,佐　賀,41.0,36582,1402,,
2012,3,3,土,いちご,46100,,,353443,1328,110.7,99.6
2012,3,3,土,いちご,46100,栃　木,9.0,74066,1178,,
2012,3,3,土,いちご,46100,福　岡,40.0,65526,1490,,
2012,3,3,土,いちご,46100,佐　賀,41.0,42991,1368,,
2012,3,5,月,いちご,46100,,,466211,1240,131.9,93.4
2012,3,5,月,いちご,46100,栃　木,9.0,95831,1061,,
2012,3,5,月,いちご,46100,福　岡,40.0,89773,1414,,
2012,3,5,月,いちご,46100,佐　賀,41.0,60618,1295,,
2012,3,6,火,いちご,46100,,,328400,1213,70.4,97.8
2012,3,6,火,いちご,46100,栃　木,9.0,69761,1064,,
2012,3,6,火,いちご,46100,福　岡,40.0,57421,1387,,
2012,3,6,火,いちご,46100,佐　賀,41.0,41508,1286,,
2012,3,8,木,いちご,46100,,,533078,1216,162.3,100.2
2012,3,8,木,いちご,46100,栃　木,9.0,114778,1063,,
2012,3,8,木,いちご,46100,福　岡,40.0,103647,1384,,
2012,3,8,木,いちご,46100,佐　賀,41.0,63843,1267,,
2012,3,9,金,いちご,46100,,,310192,1209,58.2,99.4
2012,3,9,金,いちご,46100,栃　木,9.0,67998,1062,,
2012,3,9,金,いちご,46100,福　岡,40.0,52282,1374,,
2012,3,9,金,いちご,46100,佐　賀,41.0,33525,1277,,
2012,3,10,土,いちご,46100,,,365195,1199,117.7,99.2
2012,3,10,土,いちご,46100,栃　木,9.0,89089,1056,,
2012,3,10,土,いちご,46100,福　岡,40.0,60140,1362,,
2012,3,10,土,いちご,46100,熊　本,43.0,35372,1255,,
2012,3,12,月,いちご,46100,,,502543,1207,137.6,100.7
2012,3,12,月,いちご,46100,栃　木,9.0,107386,1056,,
2012,3,12,月,いちご,46100,福　岡,40.0,104419,1365,,
2012,3,12,月,いちご,46100,佐　賀,41.0,54822,1287,,
2012,3,13,火,いちご,46100,,,347800,1206,69.2,99.9
2012,3,13,火,いちご,46100,福　岡,40.0,72605,1341,,
2012,3,13,火,いちご,46100,栃　木,9.0,66351,1052,,
2012,3,13,火,いちご,46100,佐　賀,41.0,40989,1267,,
2012,3,15,木,いちご,46100,,,584828,1184,168.2,98.2
2012,3,15,木,いちご,46100,栃　木,9.0,126654,1050,,
2012,3,15,木,いちご,46100,福　岡,40.0,113048,1334,,
2012,3,15,木,いちご,46100,佐　賀,41.0,69642,1246,,
2012,3,16,金,いちご,46100,,,345598,1185,59.1,100.1
2012,3,16,金,いちご,46100,栃　木,9.0,77287,1059,,
2012,3,16,金,いちご,46100,福　岡,40.0,60816,1351,,
2012,3,16,金,いちご,46100,佐　賀,41.0,45455,1232,,
2012,3,17,土,いちご,46100,,,379905,1178,109.9,99.4
2012,3,17,土,いちご,46100,栃　木,9.0,84300,1049,,
2012,3,17,土,いちご,46100,福　岡,40.0,65948,1351,,
2012,3,17,土,いちご,46100,佐　賀,41.0,44831,1241,,
2012,3,19,月,いちご,46100,,,588103,1164,154.8,98.8
2012,3,19,月,いちご,46100,栃　木,9.0,128279,1031,,
2012,3,19,月,いちご,46100,福　岡,40.0,104046,1357,,
2012,3,19,月,いちご,46100,佐　賀,41.0,74328,1224,,
2012,3,20,火,いちご,46100,,,1931,1102,0.5,93.5
2012,3,20,火,いちご,46100,宮　崎,45.0,1586,1051,,
2012,3,21,水,いちご,46100,,,544964,1152,******,104.5
2012,3,21,水,いちご,46100,福　岡,40.0,108975,1328,,
2012,3,21,水,いちご,46100,栃　木,9.0,95360,1015,,
2012,3,21,水,いちご,46100,佐　賀,41.0,66433,1211,,
2012,3,22,木,いちご,46100,,,386424,1136,70.9,98.6
2012,3,22,木,いちご,46100,福　岡,40.0,85665,1280,,
2012,3,22,木,いちご,46100,栃　木,9.0,64105,1009,,
2012,3,22,木,いちご,46100,佐　賀,41.0,47782,1200,,
2012,3,23,金,いちご,46100,,,440689,1094,114.0,96.3
2012,3,23,金,いちご,46100,福　岡,40.0,89536,1237,,
2012,3,23,金,いちご,46100,栃　木,9.0,80064,1013,,
2012,3,23,金,いちご,46100,佐　賀,41.0,52877,1156,,
2012,3,24,土,いちご,46100,,,496691,1063,112.7,97.2
2012,3,24,土,いちご,46100,福　岡,40.0,105290,1208,,
2012,3,24,土,いちご,46100,栃　木,9.0,92736,1025,,
2012,3,24,土,いちご,46100,佐　賀,41.0,61635,1127,,
2012,3,26,月,いちご,46100,,,668146,957,134.5,90.0
2012,3,26,月,いちご,46100,福　岡,40.0,135640,1126,,
2012,3,26,月,いちご,46100,栃　木,9.0,113173,879,,
2012,3,26,月,いちご,46100,長　崎,42.0,95262,866,,
2012,3,27,火,いちご,46100,,,379962,943,56.9,98.5
2012,3,27,火,いちご,46100,福　岡,40.0,78478,1091,,
2012,3,27,火,いちご,46100,栃　木,9.0,55321,868,,
2012,3,27,火,いちご,46100,佐　賀,41.0,53394,1012,,
2012,3,28,水,いちご,46100,,,362786,899,95.5,95.3
2012,3,28,水,いちご,46100,栃　木,9.0,69050,858,,
2012,3,28,水,いちご,46100,福　岡,40.0,64903,1029,,
2012,3,28,水,いちご,46100,長　崎,42.0,49261,803,,
2012,3,29,木,いちご,46100,,,483141,867,133.2,96.4
2012,3,29,木,いちご,46100,福　岡,40.0,118498,950,,
2012,3,29,木,いちご,46100,栃　木,9.0,74407,830,,
2012,3,29,木,いちご,46100,長　崎,42.0,63822,750,,
2012,3,30,金,いちご,46100,,,473607,857,98.0,98.8
2012,3,30,金,いちご,46100,福　岡,40.0,99137,936,,
2012,3,30,金,いちご,46100,栃　木,9.0,83724,821,,
2012,3,30,金,いちご,46100,佐　賀,41.0,66472,913,,
2012,3,31,土,いちご,46100,,,508361,831,107.3,97.0
2012,3,31,土,いちご,46100,福　岡,40.0,108788,908,,
2012,3,31,土,いちご,46100,栃　木,9.0,88018,812,,
2012,3,31,土,いちご,46100,長　崎,42.0,67133,724,,
2012,4,2,月,いちご,46100,,,816194,750,160.6,90.3
2012,4,2,月,いちご,46100,福　岡,40.0,179630,797,,
2012,4,2,月,いちご,46100,栃　木,9.0,144898,705,,
2012,4,2,月,いちご,46100,長　崎,42.0,105215,683,,
2012,4,3,火,いちご,46100,,,516756,745,63.3,99.3
2012,4,3,火,いちご,46100,福　岡,40.0,122126,808,,
2012,4,3,火,いちご,46100,佐　賀,41.0,75193,784,,
2012,4,3,火,いちご,46100,栃　木,9.0,75036,691,,
2012,4,4,水,いちご,46100,,,482905,705,93.4,94.6
2012,4,4,水,いちご,46100,福　岡,40.0,111902,767,,
2012,4,4,水,いちご,46100,栃　木,9.0,83625,683,,
2012,4,4,水,いちご,46100,長　崎,42.0,66325,617,,
2012,4,5,木,いちご,46100,,,516483,704,107.0,99.9
2012,4,5,木,いちご,46100,福　岡,40.0,121529,758,,
2012,4,5,木,いちご,46100,栃　木,9.0,85925,674,,
2012,4,5,木,いちご,46100,長　崎,42.0,71420,612,,
2012,4,6,金,いちご,46100,,,480509,694,93.0,98.6
2012,4,6,金,いちご,46100,福　岡,40.0,112960,763,,
2012,4,6,金,いちご,46100,栃　木,9.0,89845,585,,
2012,4,6,金,いちご,46100,長　崎,42.0,66374,631,,
2012,4,7,土,いちご,46100,,,547240,729,113.9,105.0
2012,4,7,土,いちご,46100,福　岡,40.0,113227,780,,
2012,4,7,土,いちご,46100,栃　木,9.0,93241,684,,
2012,4,7,土,いちご,46100,長　崎,42.0,89006,677,,
2012,4,9,月,いちご,46100,,,778257,713,142.2,97.8
2012,4,9,月,いちご,46100,福　岡,40.0,177120,781,,
2012,4,9,月,いちご,46100,栃　木,9.0,140104,652,,
2012,4,9,月,いちご,46100,佐　賀,41.0,97959,765,,
2012,4,10,火,いちご,46100,,,468418,733,60.2,102.8
2012,4,10,火,いちご,46100,福　岡,40.0,97743,805,,
2012,4,10,火,いちご,46100,栃　木,9.0,80718,665,,
2012,4,10,火,いちご,46100,佐　賀,41.0,61881,792,,
2012,4,12,木,いちご,46100,,,776772,733,165.8,100.0
2012,4,12,木,いちご,46100,栃　木,9.0,156689,660,,
2012,4,12,木,いちご,46100,福　岡,40.0,149340,811,,
2012,4,12,木,いちご,46100,佐　賀,41.0,105922,805,,
2012,4,13,金,いちご,46100,,,457778,750,58.9,102.3
2012,4,13,金,いちご,46100,福　岡,40.0,93353,835,,
2012,4,13,金,いちご,46100,栃　木,9.0,88818,662,,
2012,4,13,金,いちご,46100,佐　賀,41.0,62547,821,,
2012,4,14,土,いちご,46100,,,481505,765,105.2,102.0
2012,4,14,土,いちご,46100,栃　木,9.0,95539,672,,
2012,4,14,土,いちご,46100,福　岡,40.0,94033,847,,
2012,4,14,土,いちご,46100,佐　賀,41.0,67368,832,,
2012,4,16,月,いちご,46100,,,750457,762,155.9,99.6
2012,4,16,月,いちご,46100,福　岡,40.0,155866,855,,
2012,4,16,月,いちご,46100,栃　木,9.0,152239,672,,
2012,4,16,月,いちご,46100,佐　賀,41.0,92012,823,,
2012,4,17,火,いちご,46100,,,388696,771,51.8,101.2
2012,4,17,火,いちご,46100,福　岡,40.0,82209,853,,
2012,4,17,火,いちご,46100,栃　木,9.0,64300,693,,
2012,4,17,火,いちご,46100,佐　賀,41.0,53831,834,,
2012,4,18,水,いちご,46100,,,369435,772,95.0,100.1
2012,4,18,水,いちご,46100,福　岡,40.0,74647,851,,
2012,4,18,水,いちご,46100,栃　木,9.0,73016,696,,
2012,4,18,水,いちご,46100,佐　賀,41.0,51205,850,,
2012,4,19,木,いちご,46100,,,379269,788,102.7,102.1
2012,4,19,木,いちご,46100,福　岡,40.0,82864,852,,
2012,4,19,木,いちご,46100,栃　木,9.0,68875,718,,
2012,4,19,木,いちご,46100,佐　賀,41.0,49520,851,,
2012,4,20,金,いちご,46100,,,360179,797,95.0,101.1
2012,4,20,金,いちご,46100,福　岡,40.0,78696,846,,
2012,4,20,金,いちご,46100,栃　木,9.0,65595,725,,
2012,4,20,金,いちご,46100,佐　賀,41.0,49629,872,,
2012,4,21,土,いちご,46100,,,390549,804,108.4,100.9
2012,4,21,土,いちご,46100,栃　木,9.0,79702,729,,
2012,4,21,土,いちご,46100,福　岡,40.0,72717,857,,
2012,4,21,土,いちご,46100,佐　賀,41.0,55835,883,,
2012,4,23,月,いちご,46100,,,574520,805,147.1,100.1
2012,4,23,月,いちご,46100,福　岡,40.0,115684,848,,
2012,4,23,月,いちご,46100,栃　木,9.0,113468,749,,
2012,4,23,月,いちご,46100,佐　賀,41.0,79702,864,,
2012,4,24,火,いちご,46100,,,355348,826,61.9,102.6
2012,4,24,火,いちご,46100,福　岡,40.0,81304,833,,
2012,4,24,火,いちご,46100,栃　木,9.0,57813,767,,
2012,4,24,火,いちご,46100,佐　賀,41.0,48327,904,,
2012,4,26,木,いちご,46100,,,556409,808,156.6,97.8
2012,4,26,木,いちご,46100,福　岡,40.0,120327,804,,
2012,4,26,木,いちご,46100,栃　木,9.0,92059,766,,
2012,4,26,木,いちご,46100,佐　賀,41.0,90197,884,,
2012,4,27,金,いちご,46100,,,350385,809,63.0,100.1
2012,4,27,金,いちご,46100,栃　木,9.0,77060,759,,
2012,4,27,金,いちご,46100,福　岡,40.0,73069,808,,
2012,4,27,金,いちご,46100,佐　賀,41.0,50354,878,,
2012,4,28,土,いちご,46100,,,341464,832,97.5,102.8
2012,4,28,土,いちご,46100,栃　木,9.0,79506,760,,
2012,4,28,土,いちご,46100,福　岡,40.0,66179,826,,
2012,4,28,土,いちご,46100,佐　賀,41.0,47333,905,,
2012,4,30,月,いちご,46100,,,421,1149,0.1,142.0
2012,4,30,月,いちご,46100,宮　崎,45.0,421,1149,,
2012,5,1,火,いちご,46100,,,634722,839,******,73.0
2012,5,1,火,いちご,46100,栃　木,9.0,131635,757,,
2012,5,1,火,いちご,46100,福　岡,40.0,124603,832,,
2012,5,1,火,いちご,46100,佐　賀,41.0,86109,909,,
2012,5,2,水,いちご,46100,,,263827,885,41.6,105.5
2012,5,2,水,いちご,46100,栃　木,9.0,56908,776,,
2012,5,2,水,いちご,46100,福　岡,40.0,50693,860,,
2012,5,2,水,いちご,46100,佐　賀,41.0,36827,969,,
2012,5,3,木,いちご,46100,,,188344,848,71.4,95.8
2012,5,3,木,いちご,46100,栃　木,9.0,56809,785,,
2012,5,3,木,いちご,46100,福　岡,40.0,31370,849,,
2012,5,3,木,いちご,46100,愛　知,23.0,26186,817,,
2012,5,4,金,いちご,46100,,,108,873,0.0,98.6
2012,5,4,金,いちご,46100,福　岡,40.0,108,873,,
2012,5,5,土,いちご,46100,,,164828,929,******,106.4
2012,5,5,土,いちご,46100,福　岡,40.0,38250,883,,
2012,5,5,土,いちご,46100,熊　本,43.0,36505,923,,
2012,5,5,土,いちご,46100,佐　賀,41.0,33072,953,,
2012,5,7,月,いちご,46100,,,651081,845,395.0,91.0
2012,5,7,月,いちご,46100,栃　木,9.0,148471,767,,
2012,5,7,月,いちご,46100,福　岡,40.0,122841,823,,
2012,5,7,月,いちご,46100,佐　賀,41.0,91039,972,,
2012,5,8,火,いちご,46100,,,231661,837,35.6,99.1
2012,5,8,火,いちご,46100,栃　木,9.0,49755,732,,
2012,5,8,火,いちご,46100,福　岡,40.0,44815,799,,
2012,5,8,火,いちご,46100,佐　賀,41.0,32824,971,,
2012,5,10,木,いちご,46100,,,348549,825,150.5,98.6
2012,5,10,木,いちご,46100,栃　木,9.0,78204,750,,
2012,5,10,木,いちご,46100,福　岡,40.0,65000,773,,
2012,5,10,木,いちご,46100,佐　賀,41.0,50822,944,,
2012,5,11,金,いちご,46100,,,187119,822,53.7,99.6
2012,5,11,金,いちご,46100,栃　木,9.0,42869,747,,
2012,5,11,金,いちご,46100,福　岡,40.0,35388,769,,
2012,5,11,金,いちご,46100,佐　賀,41.0,23821,913,,
2012,5,12,土,いちご,46100,,,215169,835,115.0,101.6
2012,5,12,土,いちご,46100,栃　木,9.0,52547,753,,
2012,5,12,土,いちご,46100,福　岡,40.0,38130,768,,
2012,5,12,土,いちご,46100,佐　賀,41.0,31774,963,,
2012,5,14,月,いちご,46100,,,285839,802,132.8,96.0
2012,5,14,月,いちご,46100,栃　木,9.0,74658,692,,
2012,5,14,月,いちご,46100,福　岡,40.0,45762,766,,
2012,5,14,月,いちご,46100,佐　賀,41.0,40699,943,,
2012,5,15,火,いちご,46100,,,161792,805,56.6,100.4
2012,5,15,火,いちご,46100,栃　木,9.0,41455,691,,
2012,5,15,火,いちご,46100,福　岡,40.0,30377,738,,
2012,5,15,火,いちご,46100,佐　賀,41.0,20710,939,,
2012,5,16,水,いちご,46100,,,187758,718,116.0,89.2
2012,5,16,水,いちご,46100,栃　木,9.0,70695,541,,
2012,5,16,水,いちご,46100,佐　賀,41.0,22215,883,,
2012,5,16,水,いちご,46100,福　岡,40.0,21780,734,,
2012,5,17,木,いちご,46100,,,153247,800,81.6,111.4
2012,5,17,木,いちご,46100,栃　木,9.0,45139,675,,
2012,5,17,木,いちご,46100,佐　賀,41.0,23332,956,,
2012,5,17,木,いちご,46100,愛　知,23.0,17373,777,,
2012,5,18,金,いちご,46100,,,141888,787,92.6,98.4
2012,5,18,金,いちご,46100,栃　木,9.0,39153,661,,
2012,5,18,金,いちご,46100,佐　賀,41.0,20095,868,,
2012,5,18,金,いちご,46100,愛　知,23.0,18970,765,,
2012,5,19,土,いちご,46100,,,167856,796,118.3,101.1
2012,5,19,土,いちご,46100,栃　木,9.0,46318,647,,
2012,5,19,土,いちご,46100,佐　賀,41.0,23877,954,,
