iter	RMSE
374	182.6527807
375	182.6072391
376	182.5761437
377	182.2557451
378	182.0524709
379	181.9273859
380	181.5233815
381	181.3189263
382	181.1878622
383	180.8770071
384	180.847047
385	180.5859633
386	180.5673133
387	180.5580661
388	180.2992737
389	180.2218026
390	179.925516
391	179.8705941
392	179.8528893
393	179.484723
394	179.3254517
395	179.3096839
396	179.2926605
397	179.1901605
398	179.1470555
399	179.0336029
400	179.017394
401	178.9619858
402	178.9481491
403	178.9143359
404	178.8268347
405	178.5914714
406	178.4572422
407	178.1175661
408	177.9788541
409	177.9531724
410	177.7304567
411	177.5351775
412	177.2691872
413	177.1631515
414	177.0177851
415	176.8051459
416	176.5193297
417	176.3659694
418	176.2413479
419	176.1988798
420	176.0893029
421	175.8469056
422	175.7985144
423	175.664846
424	175.6521567
425	175.3957079
426	175.329199
427	175.0048616
428	174.9913498
429	174.8495298
430	174.5109818
431	174.3619512
432	174.2313648
433	174.1153951
434	173.9629346
435	173.9029078
436	173.8084228
437	173.7947688
438	173.7386685
439	173.70312
440	173.4635554
441	173.254624
442	173.0648133
443	172.7491722
444	172.6961606
445	172.565624
446	172.2545498
447	172.1319706
448	171.9213781
449	171.6523957
450	171.5955856
451	171.5381486
452	171.4818674
453	171.460255
454	171.4244703
455	171.279676
456	171.2520326
457	171.0556022
458	171.0340774
459	170.7356011
460	170.6384671
461	170.3670885
462	170.3067989
463	170.1343186
464	170.1242757
465	169.8206698
466	169.7807946
467	169.5248914
468	169.4138872
469	169.1324006
470	169.0085014
471	168.9450198
472	168.74174
473	168.7329361
474	168.5553043
475	168.3184161
476	168.2665215
477	168.0241742
478	167.9006571
479	167.6564558
480	167.6404592
481	167.6311996
482	167.4606651
483	167.2156126
484	167.1864752
485	166.9495541
486	166.9239501
487	166.6816467
488	166.6020948
489	166.3967862
490	166.2825182
491	166.1750698
492	166.1548544
493	166.0117788
494	166.0012662
495	165.8626593
496	165.8550721
497	165.6774555
498	165.5651034
499	165.4646926
500	165.2874489
501	165.2095313
502	165.2012699
503	165.0747567
504	164.983
505	164.7399285
506	164.700335
507	164.4868984
508	164.4026928
509	164.2959196
510	164.2171706
511	163.9790457
512	163.9628558
513	163.7154724
514	163.5143613
515	163.5047732
516	163.4890134
517	163.3832763
518	163.3373778
519	163.0416009
520	162.9283193
521	162.8843275
522	162.7976837
523	162.7945331
524	162.7321978
525	162.5614302
526	162.3496716
527	162.2345467
528	162.0975135
529	162.0694516
530	161.9494196
531	161.7314727
532	161.4990978
533	161.3975217
534	161.2857373
535	161.2752039
536	161.2483802
537	161.0288186
538	160.967084
539	160.77009
540	160.6317604
541	160.5279783
542	160.3966155
543	160.2108862
544	160.1048695
545	159.9837861
546	159.6909301
547	159.6217254
548	159.4593911
549	159.4513434
550	159.4298659
551	159.3187176
552	159.2450372
553	159.0076905
554	158.7284698
555	158.7218199
556	158.718516
557	158.6413575
558	158.5199064
559	158.3220449
560	158.2195908
561	158.2102943
562	158.0200976
563	157.8333907
564	157.6478749
565	157.5508978
566	157.499459
567	157.3207686
568	157.2734263
569	157.2095229
570	157.0162522
571	156.6574188
572	156.5007314
573	156.3881769
574	156.2227062
575	156.203508
576	155.8639761
577	155.7124447
578	155.5231758
579	155.3051502
580	155.075164
581	154.9744234
582	154.8652234
583	154.7301043
584	154.6157082
585	154.4715613
586	154.4188835
587	154.3125539
588	154.2272004
589	154.0447241
590	153.7885428
591	153.6689097
592	153.4475466
593	153.2551326
594	153.0713325
595	152.9687598
596	152.9048308
597	152.8241277
598	152.7892005
599	152.4846957
600	152.4417003
601	152.4151109
602	152.4059921
603	152.2399432
604	151.9553443
605	151.8389165
606	151.7798195
607	151.6760318
608	151.392594610	143.3353192
61610	151.12199161611	151.06109613612	150.8940225
613	150.6705624
614	150.6551262
615	150.4696275
616	150.3530423
617	150.1936035
618	150.1738605
619	150.0214337
620	150.0084316
621	149.8721887
622	149.7199333
623	149.5799624
624	149.5331933
625	149.416627	141.5398999
628	141.5310125
629	141.3697349
630	141.1197218
631	141.0142374
632	140.9015572
633	140.8530467
634	140.7411013
635	140.7319208
636	140.5196512
637	140.3807173
638	140.2662409
639	140.2219383
640	140.0662762
641	139.8895215
642	139.7764243
643	139.6337602
644	643	147.3768058
644	147.2778646	139.3983279
647	139.3469176
648	139.2880189
649	139.2066415
650	139.0667304
651	139.0493049
652	138.9952349
653	138.8296647
654	138.7101297
655	138.6329477
656	138.5456881
657	138.4111349
658	138.353486
659	138.3051937
660	138.174519
661	138.0966202
662	138.0825483
663	137.9290822
664	137.9103339
665	137.7251965
666	137.6073898
667	137.4297363
668	137.1815262
669	137.0524157
670	136.9646909
671	136.88195
672	136.8406999
673	136.832641
674	136.7741202
675	136.7305099
676	136.6808912
677	136.4401795
678	136.4136921
679	136.2924716
680	136.261358
681	136.1446278
682	136.0071978
683	135.847659
684	135.7555336
685	135.7117606
686	135.5681333
687	135.5222497
688	135.3750973
689	135.3307034
690	135.3221405
691	135.1900265
692	135.044089
693	134.9047989
694	134.7935939
695	134.634672
696	134.4552886
697	134.2855866
698	134.2521937
699	134.698	141.700	134.1539313
701	134.1008314
702	133.9593614
703	133.8998356
704	133.7903528
705	133.7337057
706	133.7007214
707	133.6830151
708	133.5873641
709	133.5443939
710	133.709	140.5800888
710	140.5729911
711	140.4197019
712	140.4029646
713	140.3000609
714	140.2541155
715	140.1041927
716	140.0707988
717	139.9593552
718	139.9514903
719	139.8642057
720	139.7579785
721	139.7548133
722	139724	132.2723	139.6325913
724	139.5409139
725	139.4714291
726	139.4122186
727	1729	132.0162335
730	131.927729	139.1177342
730	139.1134597
731	139.1066318
732	139.0097738
733	138.9849822
734	138.7865184
735	138.6687531
736	138.6643482
737	138.6437614
738	138.6182144
739	138.4775873
740	138.4724749
741	138.3564861
742	138.2238631
743	138.1003776
744	138.0330022
745	137.9070092
746	137.8876331
747	137.8802409
748	137.8099126
749	137.803558
750	137.7325243
751	137.6851528
752	137.5970746
753	137.5408797
754	137.4450657
755	137.2913299
756	137.2042635
757	137.2001982
758	137.0613008
759	136.9352053
760	136.7661821
761	136.6824073
762	136.6726802
763	136.5609283
764	136.4136783
765	136.3701218
766	136.1462646
767	136.0892065
768	135.9566029
769	135.8640288
770	135.6735011
771	135.611461
772	135.5342578
773	135.4685565
774	135.3576995
775	135.25834
776	135.2357684
777	135.1438027
778	135.0372571
779	135.0216648
780	134.9416298
781	134.8662415
782	134.7437352
783	134.6171478
784	134.5748981
785	134.5004078
786	134.3640898
787	134.1810692
788	134.1249146
789	134.026325
790	133.882686
791	133.7478759
792	133.6033987
793	133.5301787
794	133.4624239
795	133.2047638
796	133.0484308
797	132.9915669
3
800	125.6766067
801	125.671416
802	125.5736926
803	125.4854222
804	125.3795839
805	125.2528625
806	125.1942177
807	125.1227792
808	124.9843672
809	124.9389912
810	124.8644706
811	124.8367839
812	124.8029018
813	124.7562643
127.7683316
814	127.6609407
815	127.6046304
816	127.5035313
17	130.962746
818	130.9187635
819	130.7769659
820	130.7699577
821	130.6376763
822	130.6275164
823	130.624877
824	130.537317
825	130.4321351
826	130.3142758
827	130.255015
828	130.1908543
829	130.0133595
830	129.8757662
831	129.701669
832	129.6734931
833	129.4490612
834	129.3632261
835	129.3412903
836	129.2404407
837	129.2349823
838	129.1839654
839	129.0854308
840	129.0257407
841	128.9640153
842	128.8764888
843	128.7792016
844	128.6651661
845	128.6327115
846	128.5107704
847	128.4595262
848	128.4262772
849	128.3728538
850	128.2659889
851	128.2255554
852	128.0741242
853	127.9467595
854	127.8042693
855	127.7801066
856	127.7229197
857	127.5733636
858	127.5317225
859	127.522779
860	127.4404349
861	127.4307116
862	127.4255756
863	127.3790484
864	127.3550938
865	127.3360531
866	127.2957043
867	127.2502535
868	127.2048776
869	127.1703531
870	127.0317479
871	126.8763821
872	126.7547384
873	126.7281219
874	126.7248669
875	126.5745359
876	126.4635138
877	126.4147718
878	126.3886324
879	126.2620189
880	126.2059297
881	126.1200948
252199
882	124.882	127.0147635
883	126.9566365
884	126.791219
885	126.6611041
886	126.5887	123.8449659
888	123.8162388
889	123.6784265
890	123890	126.2357895
891	126.2166292
892	126.1392185
893	126.1140026
894	126.0982371
895	125.9904774
896	125.8285497
897	125.82384
898	125.705112
899	125.700945
900	125.6871709
901	125.6705499
902	125.4921977
903	125.466665
904	125.4439376
905	125.4163957
906	125.271231907	122.131612
908	121.9748465
909	121.960699
910	121.8785837
911	121.7982475
912	121.6497794
913	121.5281305
914	121.4580626
915	121.3504823
916	121.2452946
917	121.2346752
918	121.034807
919	120.8701388
920	120.7726305
921	120.6373689
922	120.5199555
923	120.4594145
924	120.4172463
92925	123.9136932
926	123.8134446
927	123.8096865
8	120.0419849
929	120.0342249
930	119.9621218
931	119.8841729
932	119.7357353
.103428
935	113.012273
936	112.9596815
937	112.8816372
938	112.8112559
939	112.6908033
940	112.608902
941	112.550437
942	112.5225401
943	112.5052542
944	112.4944053
945	112.4173117
946	112.2480876
947	112.1713134
948	112.0961556
949	112.0162136
950	111.8765296
951	111.8454698
63317
951	123.490283
952	123.4083968
953	123.3121117
954	123.1031302
955	123.0728905
956	123.0073104
957	122.9414978
958	122.8855365
959	122.8830112
960	122.7484764
82232
962	116.8719466
963	116.7439138
964	116.6895054
965	116.5970622
966	116.5774746
967	116.5152817
968	116.3990338
969	116.3695239
970	116.2464191
971	116.1614011
972	116.0916868
973	116.0804353
974	115.9836965
975	115.9537603
976	115.8563261
977	115.8460413
978	115.6573642
979	115.5842749
980	115.4794367
981	115.3760751
6
982	119.5740912
983	119.4864848
984	119.4418731
985	119.3090388
986	119.3048702
987	119.2252259
988	119.0766792
989	118.9834328
990	118.805315
991	118.7554891
992	118.6398904
993	118.6205688
994	118.5216957
995	118.3588951
996	118.2688853
997	118.1624831
998	118.1585762
999	118.1357911
